age,income,employment_years,loan_amount,loan_term,credit_score,existing_loans,dependents,gender,education,home_ownership,loan_purpose,marital_status,interest_rate,loan_approved
46.4,178614.0,27.5,31680.9,245.6,546.0,4.1,0.8,Male,PhD,Mortgage,Home,Single,5.093,1
43.5,132438.2,26.7,28598.6,210.8,624.1,0.8,3.5,Male,,Mortgage,Education,Divorced,3.805,1
70.0,188670.2,21.6,5472.4,97.1,609.2,5.7,4.6,Female,Bachelor,Rent,Education,Married,4.722,1
52.2,118497.1,16.5,24237.8,226.8,534.7,2.7,1.0,Male,Master,Mortgage,Business,Married,5.014,0
38.9,153365.6,20.9,26504.2,112.7,671.5,2.3,3.9,Male,Master,Mortgage,Business,Single,2.819,1
39.2,104206.9,15.2,22783.2,240.8,521.5,2.3,2.5,Female,High School,Own,Business,Married,5.576,1
36.2,101989.0,18.4,26782.9,173.7,682.1,7.7,0.0,Male,High School,Rent,Education,Married,4.119,1
58.7,96287.2,40.0,11022.5,157.0,693.9,4.7,1.1,Female,PhD,Own,Personal,Married,2.95,0
43.1,47881.5,21.5,2851.8,175.7,669.5,2.4,2.7,Male,Master,Own,Car,Divorced,3.733,0
49.0,165048.2,23.6,17696.3,360.0,558.7,3.0,3.0,Female,PhD,Rent,Home,Single,5.538,1
46.7,97542.9,14.4,27758.0,122.3,804.2,4.0,0.6,Male,PhD,Mortgage,Business,Single,2.018,1
56.3,91949.6,28.2,1000.0,201.1,588.7,4.8,2.5,Male,High School,Own,Business,Single,4.52,1
37.3,78701.0,26.1,18751.6,245.5,596.7,4.4,3.5,Male,Bachelor,Mortgage,Home,Married,4.789,1
34.6,112847.4,26.1,10117.9,106.0,573.0,2.6,3.7,Female,PhD,Own,Home,Married,4.731,1
50.2,181722.2,21.7,23559.0,55.5,473.3,4.5,2.0,Female,Bachelor,Rent,Business,Married,6.525,1
54.7,687400.6451424852,28.3,255758.0571271689,134.9,444.97574766107994,3.1,3.0,Male,High School,Own,Education,Single,2.32,1
51.5,61869.7,30.2,23762.6,243.8,523.5,5.6,3.8,Male,,Own,Personal,Single,5.743,0
37.8,107594.3,22.3,24640.0,155.6,657.8,4.1,3.5,Male,Master,Rent,Business,Divorced,3.682,0
55.6,83797.5,19.1,32213.8,164.5,679.4,2.9,3.6,Female,Bachelor,Rent,Education,Married,4.702,1
38.6,154591.8,27.2,25670.5,255.9,,5.0,2.6,Female,,Mortgage,Home,Single,4.754,0
41.2,130030.8,12.8,23780.1,118.5,,4.6,2.4,Female,PhD,Rent,Personal,Divorced,6.078,0
36.2,97720.1,14.3,32913.2,175.9,544.3,3.3,2.8,Male,High School,Mortgage,Home,Married,5.374,0
63.1,122540.1,19.6,29275.1,61.9,334.1,5.1,1.6,Male,PhD,Mortgage,Personal,Married,7.945,0
55.1,374121.446930548,6.1,93390.84336541398,208.7,392.7098382009125,4.9,3.8,Male,High School,Mortgage,Education,Married,4.755,1
54.8,176498.6,26.6,24389.8,201.4,647.2,5.8,0.7,Male,Master,Own,Education,Single,3.118,1
62.5,139143.6,,22731.5,246.6,553.6,5.1,1.9,Male,PhD,Mortgage,Education,Divorced,5.087,0
70.0,143443.8,16.2,32837.4,91.4,521.9,3.7,2.5,Male,Bachelor,Mortgage,Business,Married,5.477,1
27.0,26657.9,18.3,22808.3,167.6,548.2,1.5,3.1,Male,High School,Rent,Car,Single,8.076,0
38.6,117662.4,20.3,35350.0,80.7,684.4,4.3,3.3,Female,High School,Rent,Business,Single,3.779,0
40.1,192912.4,17.3,17122.8,163.3,570.1,4.5,4.3,Female,Bachelor,Rent,Business,Divorced,4.927,0
37.3,166414.5,19.5,36970.3,301.5,742.2,4.1,2.6,Male,PhD,Rent,Business,Married,3.047,1
34.6,55351.9,19.5,29276.3,157.3,523.6,0.0,1.6,Male,Bachelor,Own,Business,Married,6.277,1
43.9,109030.1,16.4,17751.7,73.7,594.6,5.0,2.3,Male,Bachelor,Own,Personal,Divorced,4.717,0
32.9,77946.8,13.8,29571.8,128.6,536.0,2.6,2.1,Male,High School,Rent,Business,Single,5.964,0
51.5,179888.6,,20297.6,54.1,761.7,5.0,3.1,Male,Master,Mortgage,Personal,Single,2.098,1
48.1,128549.7,3.2,25767.4,79.3,591.2,6.6,1.2,Male,High School,Rent,Home,Single,5.23,0
53.3,93127.2,18.4,21607.0,236.7,766.5,3.6,2.3,Male,,Own,Home,Single,2.155,1
53.6,668449.9176999711,16.2,185170.76195827962,67.3,625.4239187419338,4.7,4.4,Female,PhD,Mortgage,Personal,Divorced,5.798,1
54.7,28742.2,23.4,33031.4,208.0,712.5,4.0,2.7,Female,PhD,Own,Education,Divorced,6.772,0
43.0,82026.4,8.4,,185.1,585.6,4.8,1.2,Female,Master,Mortgage,Business,Married,4.914,0
70.0,121275.5,16.0,16497.1,140.5,650.3,4.2,2.1,Female,Master,Rent,Education,Married,4.481,1
50.3,149598.6,19.2,16955.2,201.2,465.2,3.2,0.0,Male,Bachelor,Mortgage,Car,Married,6.075,0
25.2,52054.0,28.6,27666.2,108.0,606.4,2.6,2.4,Female,Master,Own,Business,Married,4.892,0
35.5,,22.7,28245.5,250.3,478.8,6.4,4.5,Female,Master,Own,Education,Single,6.412,0
26.6,155339.0,10.5,20104.4,127.1,598.1,4.7,1.1,Female,High School,Own,Business,Married,3.751,1
47.7,69199.1,16.1,38230.5,152.1,438.3,5.2,0.8,Female,Bachelor,Mortgage,Home,Married,7.977,0
46.0,,27.1,32008.0,142.6,566.5,4.6,1.7,Male,PhD,Mortgage,Home,Divorced,4.683,0
41.9,122309.1,10.4,20495.4,238.2,673.6,5.5,3.6,Female,Bachelor,Rent,Home,Single,3.844,1
70.0,180003.3,19.4,19722.0,226.6,624.3,2.7,4.5,Female,High School,Mortgage,Business,Divorced,3.938,1
54.1,111945.2,19.9,23677.5,6.0,,4.1,3.0,Female,PhD,Rent,Home,Single,7.383,0
56.2,113994.0,16.9,22845.2,203.3,404.1,4.8,1.0,Female,PhD,Rent,Personal,Single,8.739,0
36.3,149923.6,40.0,35549.3,43.4,,5.9,2.5,Male,PhD,Mortgage,Personal,Divorced,4.329,1
35.5,73577.8,16.7,33376.2,155.7,717.3,8.0,4.6,Female,Bachelor,Mortgage,Business,Divorced,3.487,1
47.9,112269.1,23.6,25780.6,174.3,488.2,4.6,2.1,Female,Master,Mortgage,Personal,Divorced,6.482,0
49.6,586032.5389168904,13.9,118358.92127839214,154.8,821.1390164715782,3.0,2.7,Female,PhD,Mortgage,Home,Single,2.0,1
25.2,115138.1,24.2,32083.8,223.1,574.4,2.2,2.8,Female,Master,Own,Home,Married,4.499,1
45.3,149694.2,27.0,25966.1,240.6,398.7,2.6,0.6,Female,PhD,Own,Home,Married,8.31,0
47.7,139395.7,15.3,28720.9,121.1,434.5,2.8,3.7,Female,PhD,Mortgage,Education,Single,6.987,0
44.9,93796.1,19.6,30253.5,118.2,644.3,0.0,3.5,Female,PhD,Mortgage,Education,Single,3.804,1
37.7,124784.5,12.8,29400.8,180.1,586.7,3.0,0.1,Female,Master,Mortgage,Home,Married,4.592,0
41.0,172165.5,10.8,19269.6,59.5,708.4,5.1,0.9,Male,Bachelor,Own,Home,Single,2.28,1
45.4,320447.3790556246,28.3,114540.84889137612,144.8,826.9330220891935,4.1,1.3,Female,Bachelor,Own,Car,Divorced,6.588,1
48.6,125080.8,15.6,23191.2,290.8,585.7,3.6,3.4,Female,PhD,Rent,Education,Single,4.493,0
54.8,113239.4,0.7,19846.7,62.5,,1.6,1.6,Female,Bachelor,Own,Business,Married,4.409,0
60.5,117794.8,34.1,13715.2,155.8,562.1,5.6,3.0,Male,High School,Rent,Business,Divorced,4.949,0
44.0,62927.0,13.6,30907.6,135.6,540.6,4.8,2.3,Male,High School,Own,Education,Single,6.79,0
42.0,169376.7,18.0,28271.3,343.4,542.4,4.0,2.6,Male,Master,Mortgage,Car,Single,5.758,1
52.8,92897.7,33.1,14785.1,140.0,590.7,0.7,3.1,Female,PhD,Mortgage,Personal,Married,4.187,1
54.8,155912.5,18.9,23572.7,144.6,602.2,3.3,2.8,Female,,Own,Business,Divorced,3.349,1
42.3,98251.8,18.7,,100.5,597.7,4.7,2.5,Female,,Rent,Car,Married,5.12,0
57.0,98107.3,10.2,,183.7,683.5,4.0,2.9,Female,Bachelor,Rent,Education,Divorced,3.491,0
59.3,570291.3469726706,6.9,132467.83057308133,204.6,456.1181019741928,4.3,2.8,Female,Bachelor,Mortgage,Home,Single,7.486,0
63.0,154786.0,18.7,14668.0,112.1,411.9,5.0,2.2,Male,Bachelor,Own,Home,Divorced,7.764,1
68.8,127303.3,22.9,29657.8,262.1,666.5,4.2,2.0,Male,Bachelor,Rent,Business,Divorced,3.988,1
37.1,146640.3,22.4,13228.3,204.7,490.1,5.0,4.8,Male,PhD,Mortgage,Car,Divorced,6.052,1
47.7,109900.7,16.1,23638.7,251.2,540.8,2.7,2.0,Female,PhD,Mortgage,Home,Single,5.29,0
47.6,119707.1,20.2,22891.4,156.7,519.9,2.2,4.1,Female,Bachelor,Rent,Car,Single,6.113,0
46.3,96843.1,5.3,,202.5,518.0,4.7,1.7,Male,Bachelor,Own,Car,Married,5.745,0
39.7,151642.3,23.7,27521.7,166.0,443.8,5.0,3.5,Female,High School,Mortgage,Car,Married,6.714,0
29.7,95730.5,21.3,38288.6,299.6,523.7,4.8,4.6,Male,PhD,Mortgage,Personal,Married,5.676,0
48.6,171980.5,35.8,12704.1,192.3,633.4,4.2,2.1,Female,Master,Rent,Education,Divorced,4.983,1
38.3,108945.8,20.1,32512.7,183.7,574.6,3.5,1.7,Male,PhD,Rent,Education,Married,5.213,1
48.5,120717.8,12.5,5402.7,146.3,620.4,4.3,2.0,Female,Master,Rent,Business,Single,4.657,1
38.0,146555.5,19.6,36649.7,141.7,530.4,4.6,2.5,Male,PhD,Rent,Business,Single,5.559,1
34.3,120835.3,17.4,9157.0,202.0,656.3,4.7,2.9,Female,High School,Mortgage,Car,Divorced,4.179,1
50.3,109573.2,23.5,44991.2,248.6,529.2,7.9,2.5,Male,Bachelor,Own,Business,Married,6.425,0
49.3,118949.2,20.2,22381.9,128.2,385.2,2.6,2.0,Female,Bachelor,Own,Personal,Divorced,7.592,0
54.5,151283.6,9.9,35823.1,193.1,603.5,8.0,4.8,Male,PhD,Rent,Home,Divorced,4.945,1
70.0,96800.2,6.9,34173.2,197.7,644.1,2.1,2.3,Male,High School,Rent,Car,Divorced,4.351,1
50.8,115581.7,22.1,22008.1,211.7,524.7,4.6,1.8,Male,Bachelor,Mortgage,Car,Divorced,5.783,1
53.3,120360.0,31.1,22622.0,46.4,682.9,2.2,3.5,Female,High School,Own,Personal,Divorced,3.006,1
34.6,150260.5,20.6,18802.7,109.0,,4.5,3.5,Male,PhD,Own,Personal,Single,5.956,0
32.1,116505.4,26.5,31799.0,73.7,635.4,5.5,4.2,Female,Bachelor,Mortgage,Personal,Single,3.946,1
66.5,183290.5,28.1,22112.3,185.6,732.0,4.0,4.8,Male,High School,Rent,Home,Single,2.152,1
36.4,114521.1,22.1,18948.1,110.9,578.3,5.5,2.9,Female,High School,Mortgage,Education,Single,4.925,0
35.0,111681.1,13.5,29798.2,143.3,554.6,3.4,2.2,Female,Master,Own,Education,Divorced,5.209,1
47.0,114013.9,21.6,18322.6,87.5,565.5,0.9,0.2,Male,Bachelor,Own,Personal,Married,4.868,0
46.4,73917.5,29.7,22868.1,150.7,721.5,4.9,1.4,Female,Master,Rent,Car,Divorced,3.615,1
36.7,83714.6,24.2,26356.8,93.1,611.3,4.0,2.8,Female,High School,Own,Home,Married,4.733,0
43.8,101426.7,26.0,20360.6,243.6,768.0,3.3,1.1,Male,PhD,Own,Business,Married,2.0,1
62.3,159754.0,16.3,21567.6,221.3,600.1,3.4,0.6,Female,PhD,Rent,Education,Single,4.801,0
37.8,118840.6,18.4,37779.9,195.0,516.2,4.6,2.6,Female,High School,Rent,Business,Divorced,6.382,1
30.8,103037.5,19.1,23866.1,158.8,522.5,2.8,3.4,Female,Bachelor,Rent,Education,Divorced,5.773,0
58.8,162928.7,19.6,22623.0,20.0,580.5,4.6,2.2,Female,High School,Rent,Car,Single,5.401,1
53.4,174291.2,29.3,24099.0,146.3,391.3,5.8,3.6,Male,High School,Rent,Education,Single,8.668,0
40.1,163938.4,1.2,29135.6,122.1,,7.1,3.2,Female,,Rent,Home,Divorced,6.36,0
28.5,90141.9,20.2,17229.1,202.8,534.2,6.1,3.9,Male,High School,Rent,Education,Divorced,6.281,1
38.6,102666.3,19.4,28917.7,232.6,596.6,4.2,5.0,Male,Bachelor,Own,Business,Married,4.204,1
46.8,,9.0,27546.6,209.0,749.8,4.4,5.0,Female,PhD,Rent,Car,Divorced,2.205,1
61.5,128439.9,25.4,11190.8,284.0,579.9,3.4,3.4,Female,Bachelor,Mortgage,Home,Divorced,4.716,1
35.1,110633.1,14.2,39854.0,137.5,402.0,3.3,1.9,Female,Master,Rent,Home,Married,7.895,0
46.5,145142.2,17.1,,134.2,492.7,5.3,2.6,Male,High School,Own,Home,Married,6.046,0
55.6,155255.5,34.8,,266.0,598.6,3.5,4.4,Male,PhD,Mortgage,Car,Married,3.339,1
25.0,99999.3,28.1,16520.6,196.3,583.4,4.5,1.4,Male,PhD,Mortgage,Car,Divorced,4.62,1
59.9,127680.4,,27324.4,163.2,,2.6,4.2,Female,PhD,Mortgage,Personal,Divorced,2.51,1
33.3,152429.6,23.0,14093.1,330.7,661.4,6.1,2.3,Female,Master,Own,Car,Single,4.258,0
51.5,79389.9,18.7,36414.3,229.2,658.7,3.5,2.8,Male,PhD,Own,Car,Single,3.963,1
50.5,120432.1,36.0,21752.4,167.8,555.5,5.6,1.5,Male,,Mortgage,Home,Single,5.308,0
60.5,80996.4,26.4,38474.5,128.1,673.9,2.9,0.9,Female,Bachelor,Mortgage,Education,Single,3.699,1
54.1,85574.7,14.0,18904.8,289.1,494.4,2.9,2.2,Male,PhD,Mortgage,Car,Married,6.881,0
25.0,100291.5,8.8,24602.4,199.6,662.1,6.0,4.1,Female,Bachelor,Rent,Personal,Single,3.64,0
38.1,136699.2,24.5,35637.7,185.0,549.6,3.1,1.7,Male,PhD,Mortgage,Home,Divorced,6.056,0
49.2,108729.2,19.6,22914.1,237.1,444.7,1.6,4.4,Female,PhD,Rent,Personal,Married,6.877,0
45.2,97305.4,8.6,27676.7,253.4,628.4,2.4,1.8,Female,Bachelor,Rent,Business,Divorced,4.67,1
53.2,121804.4,23.4,34241.3,227.0,700.8,5.3,1.2,Female,High School,Mortgage,Personal,Single,2.926,1
57.0,254051.67565712487,17.8,111472.85664004352,253.7,767.9099890680399,5.1,2.8,Male,High School,Own,Car,Married,5.144,0
54.8,135008.1,24.2,15406.1,219.1,715.6,2.9,3.3,Male,Master,Mortgage,Personal,Divorced,2.983,0
44.9,159598.5,23.5,13830.3,227.4,426.0,3.1,2.7,Male,Master,Own,Business,Single,7.432,0
25.3,117227.9,15.1,30167.5,124.5,,5.0,2.7,Female,Master,Mortgage,Education,Married,6.605,1
42.0,112907.3,25.1,28610.2,327.8,561.8,6.0,4.4,Male,Master,Rent,Personal,Married,5.52,1
52.5,133070.4,16.0,,84.3,541.6,3.9,2.6,Male,High School,Mortgage,Business,Single,5.245,0
34.4,49003.6,16.5,23307.6,207.8,515.0,4.8,1.9,Male,High School,Own,Education,Married,6.741,0
55.1,138788.6,15.7,14054.1,76.1,587.0,5.3,1.1,Male,Bachelor,Own,Home,Married,3.999,1
58.4,220000.0,29.0,6678.0,175.1,527.4,7.2,4.0,Male,PhD,Rent,Business,Married,4.881,0
49.0,115706.3,17.8,48443.7,137.3,542.7,2.3,2.0,Male,Master,Rent,Car,Single,5.364,0
25.0,115830.6,31.0,29715.4,193.9,600.1,3.0,2.1,Male,Bachelor,Own,Car,Divorced,4.065,1
32.2,146026.2,34.3,26594.3,210.3,,3.2,3.8,Male,Master,Mortgage,Personal,Divorced,5.365,1
70.0,1052153.6758385547,14.1,,106.5,735.3310988914626,5.2,5.0,Male,Bachelor,Own,Home,Single,4.681,0
40.9,154123.9,0.0,14049.3,180.6,516.9,3.6,2.8,Male,High School,Mortgage,Car,Single,5.565,0
25.0,44553.8,28.4,19141.0,294.5,466.5,4.5,2.3,Male,Master,Rent,Education,Married,7.579,0
62.3,790579.1652001234,17.3,190563.2235214084,78.0,401.6683333326146,4.2,2.5,Female,Master,Rent,Personal,Single,3.822,1
47.7,210017.6,13.1,30766.8,114.7,728.7,4.0,2.0,Female,PhD,Rent,Home,Single,3.042,1
60.8,141785.4,15.3,19391.2,251.9,670.8,4.2,2.1,Female,,Rent,Business,Married,3.739,1
50.8,79588.9,16.7,15685.5,189.2,604.9,5.5,2.1,Female,High School,Own,Car,Single,4.962,0
53.0,129864.0,30.4,21374.4,195.1,517.3,2.5,3.6,Male,PhD,Rent,Business,Married,6.08,1
51.9,75175.9,21.3,,264.8,,3.8,2.4,Male,Bachelor,Mortgage,Business,Single,4.676,0
55.9,163148.1,30.3,41893.2,119.5,670.1,2.2,4.1,Male,High School,Rent,Personal,Divorced,3.142,1
70.0,86544.1,24.0,23993.9,141.5,,4.3,2.4,Male,Master,Mortgage,Business,Divorced,8.329,0
59.2,122598.5,17.5,15983.6,131.6,542.3,3.7,2.1,Male,High School,Own,Home,Divorced,5.201,0
28.5,89977.7,16.9,25031.2,155.1,641.1,5.6,4.0,Female,PhD,Own,Education,Single,3.481,1
52.9,100874.3,24.5,27614.7,290.2,472.6,4.0,2.5,Female,,Own,Home,Divorced,5.958,0
61.2,172015.3,26.6,,46.9,613.1,3.3,2.3,Female,Bachelor,Rent,Education,Single,4.262,1
61.9,123621.0,28.0,28717.3,87.5,608.9,3.6,2.5,Male,Master,Rent,Education,Divorced,4.575,0
42.4,100427.9,17.9,35171.3,73.7,444.1,6.6,4.3,Male,Bachelor,Rent,Education,Married,7.669,0
61.5,79917.0,21.4,26609.4,295.1,,1.6,2.9,Male,Bachelor,Own,Home,Divorced,4.088,0
58.6,54490.4,24.7,19123.5,133.8,519.4,3.1,4.0,Male,,Own,Home,Married,5.934,0
70.0,76205.2,16.9,21269.0,156.9,612.4,4.1,2.2,Male,Master,Mortgage,Business,Single,4.519,1
38.5,123918.6,,,53.8,635.3,3.0,3.8,Female,Master,Own,Car,Divorced,3.536,0
41.4,154308.2,13.5,24429.3,162.0,610.9,4.7,2.8,Male,PhD,Rent,Education,Married,4.332,0
43.8,,18.1,173606.95285944527,252.3,482.81402683860597,3.9,3.6,Male,High School,Mortgage,Education,Divorced,5.098,1
41.6,174969.0,,18326.9,203.2,601.0,4.4,3.7,Male,PhD,Rent,Home,Single,5.264,1
36.8,94887.5,30.1,41017.6,174.4,469.2,4.2,1.4,Male,High School,Rent,Car,Divorced,7.307,0
25.0,111669.6,9.2,31838.2,57.8,,3.8,2.6,Female,Bachelor,Mortgage,Personal,Divorced,4.698,0
42.3,82214.8,15.2,11157.8,156.8,503.3,2.1,3.6,Male,Master,Own,Car,Single,5.887,0
51.9,154676.7,17.1,11321.9,194.8,667.8,4.3,3.8,Female,High School,Mortgage,Personal,Divorced,2.914,1
41.6,193412.9,26.4,17627.8,103.7,636.5,1.4,4.0,Female,Bachelor,Rent,Personal,Single,3.549,1
70.0,58336.4,15.8,38085.5,235.4,636.2,3.0,2.6,Male,Bachelor,Rent,Business,Single,5.482,1
47.7,107884.3,16.6,32627.4,253.8,729.2,4.7,4.3,Male,High School,Rent,Education,Single,2.926,1
63.0,164267.3,8.7,38489.7,140.7,545.3,5.8,1.7,Female,High School,Rent,Business,Single,5.335,0
50.6,69356.9,23.9,25581.7,241.1,525.6,7.5,0.7,Male,Bachelor,Rent,Car,Married,6.708,0
57.4,139833.9,18.7,23824.1,174.2,543.2,3.4,2.2,Male,High School,Rent,Personal,Divorced,4.851,1
50.9,162751.5,14.8,15519.9,274.8,430.8,2.7,3.9,Male,PhD,Own,Business,Single,7.054,0
63.9,122738.0,17.9,28297.5,345.7,437.9,4.8,1.2,Male,Bachelor,Mortgage,Business,Divorced,7.704,1
48.2,139259.2,29.0,23930.7,95.5,630.9,6.8,0.7,Female,Master,Rent,Personal,Divorced,4.035,1
53.5,181631.6,12.0,23622.6,244.6,449.4,6.3,0.4,Male,,Mortgage,Education,Married,7.095,0
51.9,188194.9,13.3,38444.4,287.4,478.3,2.4,3.4,Female,Master,Rent,Education,Divorced,6.541,0
44.0,117831.1,30.0,24489.2,105.3,565.8,3.8,0.8,Female,High School,Own,Education,Single,4.783,1
52.4,101366.8,20.6,36147.9,137.0,537.9,5.3,3.2,Female,High School,Mortgage,Car,Divorced,5.737,0
70.0,87800.7,25.4,12795.4,136.1,654.7,5.4,2.1,Female,,Own,Car,Married,3.372,1
44.3,154193.7,23.2,47004.9,172.4,580.4,4.9,1.6,Female,Bachelor,Mortgage,Personal,Married,4.491,1
52.5,,19.7,22513.8,154.5,503.1,3.3,1.3,Male,PhD,Mortgage,Personal,Married,5.74,0
62.6,111159.9,17.2,31157.5,167.1,662.4,4.9,2.7,Male,PhD,Rent,Personal,Divorced,4.306,1
61.2,123594.1,26.7,32430.2,250.0,640.6,5.4,1.6,Female,High School,Rent,Personal,Married,3.541,1
47.6,102394.9,29.3,21521.1,31.3,448.0,2.6,2.5,Male,Master,Mortgage,Education,Single,6.877,0
25.0,129793.7,28.7,32052.2,105.1,597.7,6.0,3.0,Male,PhD,Rent,Education,Single,4.889,1
53.7,209758.0,10.5,32468.0,236.6,510.6,5.5,3.2,Female,Bachelor,Mortgage,Personal,Divorced,5.869,0
25.0,,30.4,19794.8,227.2,508.3,2.9,3.6,Female,PhD,Rent,Car,Married,6.484,0
65.1,104760.8,,19889.6,98.3,743.3,5.4,2.7,Female,Master,Mortgage,Home,Married,2.168,1
49.5,155536.6,14.0,25862.5,227.8,586.2,5.2,1.2,Female,Bachelor,Own,Personal,Married,4.683,1
59.5,128385.4,18.6,24576.0,289.1,555.4,5.3,3.1,Male,High School,Rent,Car,Divorced,6.356,1
36.7,170376.8,26.6,36645.0,179.1,582.6,6.4,3.3,Female,Bachelor,Own,Personal,Single,4.443,0
28.9,125764.1,24.3,31121.3,102.4,653.7,4.0,2.3,Female,Bachelor,Own,Business,Single,2.519,0
50.6,111305.2,18.0,24936.6,253.0,,4.5,2.2,Female,Master,Own,Car,Married,5.595,1
47.1,57569.6,26.7,30348.6,320.8,527.2,0.0,5.0,Male,High School,Own,Home,Married,5.976,0
41.6,63309.3,21.1,9126.8,112.1,634.1,5.7,0.9,Male,Bachelor,Rent,Home,Married,4.755,0
48.5,55750.5,15.4,20577.5,186.1,438.5,5.5,3.1,Male,PhD,Rent,Education,Single,7.254,0
70.0,133276.9,14.3,27802.6,270.2,664.2,6.0,3.8,Female,PhD,Own,Business,Divorced,3.373,1
57.5,72321.3,23.3,34422.9,192.2,430.5,2.6,2.1,Male,Master,Mortgage,Business,Single,7.763,0
60.1,163945.2,19.3,27098.2,43.2,552.9,5.4,2.3,Male,Bachelor,Mortgage,Business,Married,5.572,1
57.6,121058.6,9.0,37165.9,218.5,431.1,5.5,2.0,Female,Bachelor,Rent,Home,Married,7.396,0
65.3,111453.5,26.8,,104.7,479.9,3.0,2.5,Female,Bachelor,Rent,Home,Married,7.03,1
45.2,90465.1,16.2,21593.4,81.3,691.8,5.6,3.6,Female,Bachelor,Mortgage,Business,Single,2.598,1
25.0,141779.1,32.7,24379.8,44.8,669.0,4.7,2.3,Female,Master,Mortgage,Personal,Divorced,3.402,0
45.2,91842.6,8.8,28767.4,278.2,678.6,1.5,5.0,Female,PhD,Own,Business,Single,2.504,1
57.2,85511.8,18.6,21910.9,116.2,444.6,4.9,2.0,Female,PhD,Own,Business,Married,6.635,0
35.9,161592.2,14.4,37750.3,209.7,480.4,2.8,4.2,Female,High School,Rent,Personal,Divorced,7.706,1
45.4,132411.7,12.2,16630.2,229.3,,1.5,3.2,Female,PhD,Own,Education,Divorced,3.599,1
39.2,111777.5,16.1,,195.9,639.4,4.5,2.6,Male,High School,Own,Personal,Single,3.462,1
65.5,,34.2,31383.6,206.7,503.0,3.9,4.3,Male,High School,Mortgage,Personal,Divorced,5.559,0
56.5,120312.6,21.1,22992.4,213.5,522.9,6.1,0.6,Female,PhD,Mortgage,Business,Married,5.715,1
55.3,133405.5,13.7,21189.6,194.0,473.2,4.3,3.0,Male,Bachelor,Rent,Business,Divorced,6.762,0
55.0,91410.3,5.4,24891.3,122.2,724.2,5.2,1.6,Male,PhD,Rent,Home,Single,2.66,1
47.1,192464.0,6.2,31996.0,115.1,532.3,4.8,2.0,Female,High School,Own,Business,Divorced,5.863,0
49.9,99713.3,,21501.2,174.6,577.8,5.5,1.9,Female,High School,Rent,Personal,Divorced,5.748,1
33.3,174460.6,14.9,16948.6,172.9,582.5,2.7,1.3,Male,PhD,Own,Personal,Divorced,3.994,1
25.0,113389.6,18.2,34704.7,217.3,674.5,4.3,0.5,Male,High School,Rent,Car,Divorced,3.986,0
49.3,148248.4,1.8,28694.4,271.1,489.3,3.8,3.0,Female,Master,Own,Education,Divorced,5.733,0
51.4,145697.8,19.3,33562.9,210.5,680.1,5.0,2.4,Male,Master,Own,Business,Married,2.433,1
62.0,160139.8,28.2,31574.7,118.1,,4.4,2.1,Male,Bachelor,Rent,Home,Divorced,6.719,0
66.4,90578.2,33.0,42939.1,8.5,679.9,3.1,3.4,Female,High School,Mortgage,Education,Divorced,3.421,1
66.3,157647.2,4.8,34419.8,121.5,420.6,3.5,3.0,Female,PhD,Mortgage,Business,Divorced,7.68,1
35.5,184625.4,13.6,19707.4,75.4,565.6,6.5,2.2,Male,Master,Own,Personal,Married,4.411,0
43.3,110945.7,13.2,29262.1,124.6,,1.5,5.0,Female,PhD,Rent,Home,Divorced,3.256,1
53.3,121214.7,21.2,21040.1,202.4,637.8,5.1,3.7,Male,,Rent,Home,Married,4.304,0
70.0,101679.4,10.2,21867.0,189.8,612.9,5.9,5.0,Male,Master,Rent,Education,Married,4.58,0
65.3,107874.7,33.5,14200.0,331.7,480.6,4.9,2.0,Female,Master,Rent,Car,Single,6.582,0
60.9,179899.8,20.3,23211.1,221.6,508.9,7.0,2.8,Male,Master,Own,Business,Married,6.392,0
42.8,84851.8,19.0,,335.7,696.0,5.4,1.0,Female,Bachelor,Mortgage,Business,Divorced,3.358,1
36.9,87025.8,32.7,24971.8,240.2,617.5,4.6,2.1,Female,PhD,Mortgage,Business,Single,4.135,0
57.0,176381.5,19.9,16705.1,269.9,655.1,3.3,1.8,Male,PhD,Mortgage,Car,Divorced,3.872,1
34.3,141859.2,23.2,13315.8,154.3,581.6,4.6,5.0,Female,High School,Rent,Car,Married,5.323,0
44.6,194213.0,14.0,42394.8,97.0,549.6,5.0,1.7,Female,,Rent,Education,Single,5.166,0
46.1,580140.1876421324,,93604.72448531822,147.1,307.0367563084663,4.0,2.2,Female,High School,Rent,Home,Single,4.128,1
66.6,124419.8,15.1,18907.4,182.1,598.3,2.9,0.8,Female,Master,Rent,Personal,Single,4.044,1
43.2,96876.3,37.5,29194.3,132.7,559.7,2.2,3.1,Female,PhD,Own,Business,Divorced,4.772,1
25.0,125015.5,25.1,43013.5,102.9,447.7,4.3,1.4,Male,Bachelor,Own,Home,Married,6.945,0
53.6,57906.6,22.2,30463.7,216.3,660.9,1.8,3.6,Male,,Mortgage,Home,Single,4.595,1
39.1,143973.4,12.2,3203.5,102.6,614.6,3.3,0.4,Male,PhD,Mortgage,Car,Single,3.804,1
48.0,131321.6,27.3,46718.3,60.3,520.4,0.4,2.4,Female,PhD,Rent,Business,Married,5.82,1
46.5,117985.6,,10706.0,93.2,681.1,5.2,0.3,Female,Bachelor,Rent,Car,Married,3.666,1
